trajectory_Id,half,total_active_time,total_inactive_time
440,first,49.236000000000004,81.754
440,second,50.433,77.592
441,first,22.665000000000003,17.094
441,second,0.0,44.551
443,first,12.598,1.4020000000000001
443,second,7.513000000000001,8.531
444,first,12.382,0.0
444,second,0.0,13.927
445,first,38.429,37.841
445,second,22.380000000000003,56.959
447,first,22.182000000000002,5.797000000000001
447,second,20.501,8.609
448,first,53.410000000000004,4.854
448,second,55.145,3.66
449,first,60.432,6.062
449,second,61.704,5.311
450,first,24.405,0.761
450,second,24.615000000000002,0.783
451,first,56.332,7.965
451,second,51.64,11.201
452,first,73.555,24.402
452,second,93.21600000000001,5.7170000000000005
453,first,74.345,6.968
453,second,75.183,6.202
454,first,29.595,1.979
454,second,27.696,6.890000000000001
455,first,9.879,0.0
455,second,6.98,2.237
456,first,59.986000000000004,3.569
456,second,46.370000000000005,21.088
457,first,32.148,3.2960000000000003
457,second,29.55,6.738
458,first,65.85300000000001,5.366
458,second,68.057,8.047
459,first,160.761,13.327
459,second,157.762,18.153000000000002
460,first,38.338,3.1470000000000002
460,second,38.257,1.891
461,first,37.121,2.481
461,second,33.52,4.849
462,first,113.589,30.322000000000003
462,second,109.521,30.87
463,first,69.069,16.418
463,second,72.38900000000001,12.766
464,first,9.909,1.522
464,second,0.0,13.005
465,first,30.727,19.328
465,second,20.548000000000002,31.630000000000003
466,first,10.333,19.469
466,second,0.0,29.846
467,first,18.571,15.870000000000001
467,second,11.688,22.7
468,first,20.372,25.704
468,second,15.046000000000001,36.234
469,first,19.577,0.387
469,second,1.022,20.309
470,first,11.504,20.34
470,second,20.538,9.767000000000001
472,first,19.942,18.912000000000003
472,second,28.856,8.955
474,first,20.296,16.309
474,second,10.203000000000001,27.233
479,first,18.778000000000002,17.637
479,second,11.984,23.71
480,first,19.932000000000002,3.433
480,second,14.123000000000001,8.776
481,first,19.821,4.099
481,second,19.696,3.1470000000000002
484,first,20.484,25.698
484,second,29.164,14.785
485,first,10.172,21.947
485,second,9.736,21.468
487,first,10.013,25.373
487,second,0.0,35.788000000000004
488,first,19.705000000000002,22.953
488,second,28.279,12.715
489,first,15.689,24.601
489,second,10.016,32.056000000000004
490,first,19.383000000000003,6.322
490,second,0.0,29.799
491,first,19.257,5.857
491,second,10.504,13.913
492,first,24.595000000000002,1.21
492,second,14.088000000000001,13.716000000000001
494,first,8.803,0.0
494,second,6.656000000000001,1.1320000000000001
495,first,10.061,11.06
495,second,0.0,21.947
496,first,23.592000000000002,25.189
496,second,35.307,11.712
497,first,11.426,33.651
497,second,0.0,47.692
498,first,22.081,0.9850000000000001
498,second,10.478,17.523
499,first,19.854,30.315
499,second,14.865,37.766
500,first,31.14,33.62
500,second,10.076,57.685
501,first,19.686,19.612000000000002
501,second,0.0,42.234
502,first,9.791,7.775
502,second,0.0,18.685
503,first,10.32,1.518
503,second,0.0,12.493
504,first,34.212,12.356000000000002
504,second,0.0,53.586000000000006
505,first,23.740000000000002,29.153000000000002
505,second,0.0,59.251000000000005
506,first,24.173000000000002,21.461000000000002
506,second,9.849,39.738
507,first,10.274000000000001,5.038
507,second,0.0,16.123
508,first,10.285,31.775000000000002
508,second,0.0,41.584
509,first,34.848,40.659
509,second,0.0,84.31
510,first,32.675000000000004,22.788
510,second,19.396,40.302
511,first,10.327,19.397000000000002
511,second,0.0,31.163
512,first,9.959,5.51
512,second,0.0,16.874
514,first,10.088000000000001,13.693
514,second,0.0,24.240000000000002
516,first,19.929000000000002,24.740000000000002
516,second,0.0,47.172000000000004
517,first,12.128,7.384
517,second,11.17,9.457
522,first,9.973,4.871
522,second,0.0,15.833
528,first,9.926,11.252
528,second,0.0,22.166
530,first,4.422,0.0
530,second,4.8420000000000005,0.0
531,first,10.023,20.107
531,second,0.0,32.133
532,first,15.615,21.483
532,second,6.808,33.807
533,first,10.261,6.013
533,second,0.0,17.987000000000002
535,first,10.319,23.584
535,second,11.519,20.552
536,first,41.01,1.321
536,second,43.729,0.994
537,first,77.285,9.91
537,second,66.92,21.262
538,first,12.182,3.5500000000000003
538,second,12.103,6.353000000000001
539,first,21.519000000000002,6.422000000000001
539,second,21.2,5.898000000000001
540,first,20.177,38.797000000000004
540,second,20.449,36.808
541,first,9.729000000000001,25.404
541,second,0.0,35.916000000000004
542,first,7.215000000000001,0.0
542,second,2.6020000000000003,3.5010000000000003
543,first,9.918000000000001,13.435
543,second,0.0,24.784000000000002
544,first,21.133,3.292
544,second,18.732,6.971
545,first,43.423,6.801
545,second,45.502,8.582
546,first,10.236,0.78
546,second,10.764,0.506
547,first,10.33,3.458
547,second,9.758000000000001,5.36
548,first,41.663000000000004,2.568
548,second,30.875,13.693
549,first,26.644000000000002,2.839
549,second,23.106,8.786
552,first,29.827,9.793
552,second,16.553,24.454
553,first,29.873,8.439
553,second,9.315,35.824000000000005
554,first,39.763000000000005,5.1240000000000006
554,second,31.331000000000003,16.014
555,first,10.328000000000001,23.829
555,second,9.699,21.55
556,first,38.525,1.088
556,second,27.557000000000002,21.158
557,first,31.174,1.12
557,second,20.202,18.27
558,first,25.208000000000002,0.853
558,second,11.007,16.332
559,first,33.138,9.571
559,second,9.813,38.562
560,first,14.926,1.288
560,second,16.386,0.937
564,first,3.994,0.0
564,second,4.107,0.0
565,first,10.129,9.13
565,second,7.364,11.924
566,first,9.651,0.571
566,second,0.0,11.327
569,first,9.896,10.802
569,second,8.036,13.63
570,first,9.809000000000001,22.220000000000002
570,second,20.332,9.334
571,first,9.883000000000001,0.744
571,second,0.0,11.608
573,first,30.946,33.861
573,second,50.18,11.243
575,first,19.48,7.8260000000000005
575,second,19.292,7.2620000000000005
576,first,10.292,5.081
576,second,0.0,16.991
577,first,21.995,15.734
577,second,0.0,43.221000000000004
578,first,11.616,25.201
578,second,0.0,37.605000000000004
579,first,9.59,5.763
579,second,0.0,16.453
580,first,29.336000000000002,9.353
580,second,16.288,23.883
581,first,11.695,5.944
581,second,0.0,18.72
583,first,10.061,21.994
583,second,0.0,33.433
584,first,20.638,25.936
584,second,15.191,28.683
585,first,14.984,22.098000000000003
585,second,9.777000000000001,30.823
586,first,10.136000000000001,11.256
586,second,0.0,21.878
587,first,16.215,9.726
587,second,6.165,22.098000000000003
588,first,9.818,75.11200000000001
588,second,9.85,74.141
589,first,27.991,89.762
589,second,36.672000000000004,76.455
590,first,20.028000000000002,23.422
590,second,0.0,43.908
591,first,9.826,29.821
591,second,13.339,23.396
592,first,12.452,10.563
592,second,17.999,4.063
593,first,15.05,13.907
593,second,4.635,25.57
595,first,22.981,3.309
595,second,7.168,22.535
598,first,12.006,5.390000000000001
598,second,13.933,4.035
600,first,23.011000000000003,9.427
600,second,22.271,10.819
601,first,38.834,4.502000000000001
601,second,31.095000000000002,12.312000000000001
602,first,29.153000000000002,18.002000000000002
602,second,23.399,22.107
603,first,9.911,0.005
603,second,0.0,10.739
604,first,22.001,4.423
604,second,25.354,1.4620000000000002
605,first,19.941,4.855
605,second,9.797,16.645
606,first,16.228,5.271
606,second,11.971,9.633000000000001
607,first,24.119,2.68
607,second,24.744,3.717
608,first,10.356,26.664
608,second,0.0,38.418
609,first,10.193,47.169000000000004
609,second,3.975,54.2
610,first,10.045,5.194
610,second,0.0,16.895
611,first,10.081,21.17
611,second,0.0,31.761
612,first,30.987000000000002,29.494
612,second,0.0,65.272
613,first,16.618000000000002,77.78
613,second,0.0,95.479
614,first,10.017,19.798000000000002
614,second,0.0,30.96
616,first,9.886000000000001,27.065
616,second,9.802,25.798000000000002
618,first,10.179,2.5490000000000004
618,second,0.0,13.523000000000001
620,first,9.977,2.327
620,second,0.0,13.426
622,first,9.637,3.7190000000000003
622,second,0.0,14.434000000000001
623,first,9.958,34.442
623,second,20.531,26.658
624,first,25.548000000000002,3.9610000000000003
624,second,7.876,29.336000000000002
625,first,19.6,11.537
625,second,0.0,34.58
626,first,20.077,31.309
626,second,0.0,54.749
627,first,10.024000000000001,17.454
627,second,0.0,28.002
628,first,38.003,0.97
628,second,5.223,38.13
629,first,9.829,6.956
629,second,0.0,18.342
630,first,9.762,65.223
630,second,0.0,76.015
632,first,9.704,23.074
632,second,0.0,34.335
633,first,19.794,48.17
633,second,0.0,71.099
634,first,9.828000000000001,7.7860000000000005
634,second,0.0,18.339000000000002
636,first,9.978,30.296
636,second,0.0,39.844
637,first,9.931000000000001,15.222000000000001
637,second,0.0,27.495
638,first,17.643,2.043
638,second,4.844,20.896
639,first,0.772,0.0
639,second,1.691,0.0
640,first,10.05,7.027
640,second,0.0,18.503
641,first,25.832,16.126
641,second,9.897,34.706
642,first,20.088,20.766000000000002
642,second,9.601,32.277
643,first,13.287,30.060000000000002
643,second,16.73,26.626
644,first,48.656,9.685
644,second,25.804000000000002,34.851
645,first,26.118000000000002,22.979
645,second,0.508,50.713
646,first,20.122,22.041
646,second,0.0,45.382
647,first,11.958,19.096
647,second,0.0,33.136
648,first,24.13,13.447000000000001
648,second,0.0,41.58
649,first,10.129000000000001,35.292
649,second,0.0,45.877
650,first,10.021,37.125
650,second,9.841000000000001,35.593
651,first,10.405000000000001,0.0
651,second,1.678,9.68
652,first,9.774000000000001,0.275
652,second,0.0,11.694
653,first,19.638,7.643000000000001
653,second,0.0,31.549000000000003
654,first,10.108,15.326
654,second,0.0,24.745
655,first,10.098,24.718
655,second,0.0,34.781
656,first,10.086,27.378
656,second,10.543,26.168
657,first,9.777000000000001,36.973
657,second,0.0,48.209
658,first,9.977,5.4750000000000005
658,second,0.0,17.022000000000002
659,first,19.827,22.252
659,second,0.0,45.82
660,first,20.021,59.005
660,second,9.957,71.095
661,first,24.927,40.285000000000004
661,second,15.683,50.165
662,first,25.106,9.524000000000001
662,second,0.0,37.534
663,first,18.732,47.5
663,second,10.442,61.227000000000004
664,first,52.228,46.147
664,second,30.927,70.824
665,first,9.761000000000001,67.287
665,second,0.0,76.99000000000001
666,first,28.469,2.795
666,second,0.0,39.68
667,first,41.045,87.927
667,second,79.319,48.843
668,first,9.804,22.979
668,second,0.0,32.751
669,first,9.869,11.975
669,second,0.0,22.088
671,first,10.018,0.208
671,second,0.0,10.743
672,first,9.702,4.2330000000000005
672,second,0.0,15.156
673,first,12.427,32.737
673,second,14.039000000000001,30.377000000000002
674,first,50.364000000000004,21.782
674,second,53.988,18.746
675,first,26.466,4.235
675,second,20.365000000000002,13.072000000000001
676,first,10.055,34.073
676,second,10.192,33.365
677,first,10.071,9.764
677,second,0.0,20.974
678,first,9.884,27.187
678,second,0.0,38.593
679,first,13.63,40.439
679,second,6.227,49.410000000000004
680,first,9.787,31.661
680,second,10.13,30.236
681,first,11.853000000000002,13.547
681,second,0.0,27.939
682,first,11.699,22.304000000000002
682,second,10.293000000000001,24.040000000000003
683,first,11.491000000000001,1.87
683,second,0.0,14.824
684,first,29.512,15.193000000000001
684,second,29.98,11.614
685,first,59.125,15.714
685,second,18.626,64.885
686,first,29.266000000000002,14.33
686,second,20.097,35.051
687,first,23.886000000000003,12.875
687,second,9.887,28.45
688,first,30.723,0.872
688,second,28.452,2.331
689,first,74.33,1.877
689,second,68.885,8.831
691,first,31.064,2.252
691,second,32.758,1.952
692,first,45.122,4.9190000000000005
692,second,33.644,25.73
693,first,29.797,5.083
693,second,26.022000000000002,7.636
695,first,30.593,5.3870000000000005
695,second,15.789,20.561
696,first,55.016,5.036
696,second,48.271,12.569
697,first,41.369,9.482000000000001
697,second,16.245,40.704
698,first,21.744,6.26
698,second,7.7490000000000006,23.844
699,first,29.857000000000003,8.708
699,second,10.5,33.242000000000004
700,first,14.577,3.609
700,second,10.405000000000001,13.351
701,first,42.598,10.337
701,second,42.212,11.757
702,first,58.638000000000005,12.038
702,second,70.675,3.544
703,first,27.378,1.3110000000000002
703,second,31.884,2.021
704,first,31.715,10.149000000000001
704,second,10.771,30.94
705,first,19.853,29.496000000000002
705,second,10.048,41.165
706,first,10.289,10.097
706,second,6.018,14.41
707,first,4.053,0.0
707,second,4.43,0.0
710,first,17.7,9.901
710,second,11.953,15.274000000000001
712,first,32.577,27.268
712,second,30.377000000000002,28.498
713,first,9.65,2.789
713,second,6.352,6.265000000000001
714,first,29.791,36.081
714,second,19.511,45.995000000000005
716,first,9.922,12.535
716,second,0.0,23.391000000000002
717,first,37.246,6.184
717,second,9.792,33.004
718,first,9.793000000000001,14.440000000000001
718,second,9.853,13.109
719,first,19.96,33.747
719,second,21.617,33.153
720,first,14.231,0.781
720,second,5.585,10.033
722,first,16.797,9.618
722,second,18.081,9.836
724,first,24.617,26.220000000000002
724,second,16.225,34.943
725,first,14.949,7.1160000000000005
725,second,5.086,18.398
726,first,22.006,18.227
726,second,27.436,12.067
727,first,34.26,23.582
727,second,21.939,36.427
728,first,19.821,17.71
728,second,9.673,29.693
730,first,25.196,23.26
730,second,16.687,35.264
732,first,39.503,38.046
732,second,19.541,60.468
733,first,63.609,55.066
733,second,62.806000000000004,56.127
734,first,25.060000000000002,19.203
734,second,12.08,34.705
735,first,32.17,5.2170000000000005
735,second,19.748,18.422
736,first,9.775,15.785
736,second,0.0,25.928
737,first,10.084,21.879
737,second,0.0,33.113
740,first,10.526,28.204
740,second,9.967,27.071
741,first,10.01,6.243
741,second,0.0,17.919
743,first,10.0,19.848
743,second,0.0,30.567
744,first,12.258000000000001,27.222
744,second,0.0,40.743
745,first,16.283,26.056
745,second,0.0,48.78
746,first,9.864,6.562
746,second,0.0,17.18
747,first,10.217,5.506
747,second,0.0,16.878
748,first,10.084000000000001,12.544
748,second,9.769,11.671000000000001
749,first,19.406,25.605
749,second,0.0,47.508
750,first,9.791,10.67
750,second,0.0,22.089000000000002
751,first,9.958,16.217000000000002
751,second,0.0,27.609
752,first,44.281,1.02
752,second,33.574,2.641
753,first,43.194,10.915000000000001
753,second,52.601,3.736
754,first,18.401,1.207
754,second,22.017,1.695
755,first,28.847,0.909
755,second,27.02,1.7970000000000002
756,first,66.31,8.602
756,second,60.33,11.774000000000001
757,first,33.441,0.489
757,second,31.109,4.678
758,first,16.985,1.0390000000000001
758,second,4.101,15.741
759,first,9.116,0.0
759,second,6.7410000000000005,0.8130000000000001
760,first,30.283,45.577
760,second,39.78,30.403000000000002
761,first,28.605,11.48
761,second,22.185000000000002,14.901
762,first,28.163,17.147000000000002
762,second,24.825000000000003,19.75
763,first,10.148,1.0350000000000001
763,second,12.845,0.0
764,first,47.79,4.932
764,second,42.715,7.734
765,first,59.618,2.622
765,second,58.723,3.7560000000000002
766,first,113.982,26.453
766,second,87.165,59.548
768,first,9.867,10.864
768,second,0.0,22.366
769,first,19.694,24.203
769,second,10.007,36.978
770,first,10.295,26.587
770,second,9.948,24.326
772,first,19.814,22.672
772,second,13.583,28.957
773,first,10.145,7.802
773,second,9.802,8.629
774,first,19.891000000000002,5.505
774,second,2.462,24.753
776,first,20.279,7.258
776,second,0.0,30.128
777,first,9.897,13.815000000000001
777,second,10.133000000000001,13.153
778,first,31.123,15.106
778,second,8.527000000000001,41.349000000000004
779,first,9.671,15.375
779,second,1.977,23.811
780,first,19.456,19.703
780,second,0.0,42.253
781,first,29.989,32.252
781,second,19.747,43.215
782,first,10.126000000000001,28.018
782,second,0.0,37.711
783,first,9.888,27.583000000000002
783,second,0.0,37.714
784,first,21.415,4.578
784,second,10.291,17.601
785,first,19.331,13.474
785,second,20.475,10.135
788,first,42.065,6.7010000000000005
788,second,17.883,37.494
789,first,14.722,5.312
789,second,14.973,2.559
791,first,34.665,6.293
791,second,25.086000000000002,17.409
792,first,99.723,26.740000000000002
792,second,96.59700000000001,30.719
793,first,22.725,6.418
793,second,22.223000000000003,8.301
794,first,42.093,14.486
794,second,17.158,41.458
795,first,25.874000000000002,18.102
795,second,3.6580000000000004,44.675000000000004
796,first,30.006,10.437000000000001
796,second,27.217000000000002,12.425
797,first,39.127,11.757000000000001
797,second,41.523,9.738
798,first,36.156,4.689
798,second,24.718,37.714
799,first,24.201,5.243
799,second,25.881,6.756
800,first,2.694,0.0
800,second,3.142,0.0
802,first,19.53,15.536
802,second,6.704,30.299
803,first,2.667,0.0
803,second,3.919,0.0
804,first,35.103,78.18
804,second,10.056000000000001,109.547
805,first,9.816,11.855
805,second,0.0,23.651
806,first,9.747,20.391000000000002
806,second,0.0,31.676000000000002
807,first,6.2860000000000005,0.0
807,second,4.149,2.434
808,first,10.188,2.476
808,second,0.0,13.737
809,first,1.49,0.0
809,second,1.555,0.0
810,first,10.264000000000001,30.715
810,second,9.873000000000001,29.175
811,first,10.125,2.472
811,second,0.0,13.272
812,first,61.122,51.206
812,second,49.149,64.09100000000001
813,first,10.072000000000001,30.990000000000002
813,second,9.639,31.720000000000002
815,first,19.473,21.327
815,second,0.0,43.391
816,first,10.331,1.014
816,second,7.76,3.569
818,first,15.074,1.623
818,second,6.074,13.509
819,first,15.511000000000001,11.689
819,second,16.735,10.66
821,first,16.358,4.448
821,second,16.258,4.087
824,first,22.962,5.393000000000001
824,second,18.973,9.624
826,first,11.909,1.49
826,second,6.274,9.018
827,first,34.356,29.574
827,second,23.904,44.458
828,first,9.688,27.617
828,second,10.759,26.112000000000002
829,first,34.638,19.492
829,second,30.597,24.335
832,first,23.632,1.873
832,second,26.436,0.931
834,first,7.54,0.0
834,second,4.116,3.226
835,first,50.545,5.824
835,second,40.693,16.23
836,first,47.036,2.0380000000000003
836,second,45.426,2.317
837,first,25.482,0.771
837,second,25.779,1.79
838,first,50.682,2.531
838,second,53.883,3.473
839,first,30.958000000000002,1.693
839,second,32.012,2.09
841,first,14.662,1.303
841,second,16.062,0.708
842,first,50.622,2.026
842,second,49.816,4.973
844,first,46.749,9.917
844,second,50.071000000000005,3.99
845,first,112.65100000000001,8.63
845,second,114.135,18.092
846,first,58.124,2.25
846,second,12.671000000000001,58.388000000000005
847,first,24.042,22.093
847,second,9.539,39.424
848,first,30.227,1.389
848,second,27.347,3.644
849,first,27.561,0.294
849,second,21.735,4.0280000000000005
850,first,44.439,3.214
850,second,25.119,25.952
851,first,22.203,11.458
851,second,10.546,25.085
852,first,51.89,18.26
852,second,46.987,21.448
853,first,31.740000000000002,3.8810000000000002
853,second,19.971,15.455
854,first,19.966,7.88
854,second,17.273,11.237
855,first,10.083,6.557
855,second,2.746,13.682
856,first,31.317,5.67
856,second,22.984,18.42
857,first,23.338,25.35
857,second,29.817,13.917
858,first,29.765,12.343
858,second,36.555,4.0440000000000005
859,first,9.929,3.273
859,second,0.0,13.84
860,first,25.861,5.198
860,second,14.518,16.368000000000002
861,first,26.878,2.266
861,second,13.347000000000001,16.487000000000002
862,first,39.312000000000005,3.845
862,second,22.1,24.2
863,first,30.602,1.683
863,second,19.345000000000002,16.95
